1 8.57
2 8.57
3 8.57
4 8.57
5 8.57
6 8.57
7 8.57
8 12
9 12
10 12
11 12
12 12
13 20
14 20
15 20
16 15
17 15
18 15
19 15
20 10
21 10
22 10
23 10
24 10
25 10
26 6.67
27 6.67
28 6.67
29 6.67
30 6.67
31 6.67
32 6.67
33 6.67
34 6.67
35 6
36 6
37 6
38 6
39 6
40 6
41 6
42 6
43 6
44 6
