1 6.67
2 6.67
3 6.67
4 6.67
5 6.67
6 6.67
7 6.67
8 6.67
9 6.67
10 8.57
11 8.57
12 8.57
13 8.57
14 8.57
15 8.57
16 8.57
17 10
18 10
19 10
20 10
21 10
22 10
23 7.50
24 7.50
25 7.50
26 7.50
27 7.50
28 7.50
29 7.50
30 7.50
31 6
32 6
33 6
34 6
35 6
36 6
37 6
38 6
39 6
40 6
41 6
42 6
43 6
44 6
45 6
46 6
47 6
48 6
49 6
50 6
51 7.50
52 7.50
53 7.50
54 7.50
55 7.50
56 7.50
57 7.50
58 7.50
