1 8.57
2 8.57
3 8.57
4 8.57
5 8.57
6 8.57
7 8.57
8 8.57
9 8.57
10 8.57
11 8.57
12 8.57
13 8.57
14 8.57
15 10
16 10
17 10
18 10
19 10
20 10
21 15
22 15
23 15
24 15
25 15
26 15
27 15
28 15
29 10
30 10
31 10
32 10
33 10
34 10
35 7.5
36 7.5
37 7.5
38 7.5
39 7.5
40 7.5
41 7.5
42 7.5
